# Per-node clock delay, fitted by ClkNodeFit
# part: xcv80-lsva4737-2MHP-e-S
# term slow_max_ps slow_min_ps

clock_deskew vdistr extent

clock_node_delay  # trunk node instance + leaf type
RCLK_CLE_LAG_CORE_X48Y767/CLK_LEAF_SITES_10_I -32.46 -33.81
RCLK_CLE_LAG_CORE_X48Y767/CLK_LEAF_SITES_12_I -62.97 -57.98
RCLK_CLE_LAG_CORE_X48Y767/CLK_LEAF_SITES_13_I 6.53 3.68
RCLK_CLE_LAG_CORE_X48Y767/CLK_LEAF_SITES_4_I -76.00 -69.40
RCLK_CLE_LAG_CORE_X48Y863/CLK_LEAF_SITES_0_I -28.99 -34.36
RCLK_CLE_LAG_CORE_X48Y863/CLK_LEAF_SITES_12_I -31.43 -27.61
RCLK_CLE_LAG_CORE_X48Y863/CLK_LEAF_SITES_13_I -75.18 -68.45
RCLK_CLE_LAG_CORE_X48Y863/CLK_LEAF_SITES_3_I -93.08 -94.34
RCLK_CLE_LAG_CORE_X48Y863/CLK_LEAF_SITES_4_I -39.01 -34.16
RCLK_CLE_LAG_CORE_X49Y288/CLK_LEAF_SITES_0_I -103.42 -93.22
RCLK_CLE_LAG_CORE_X49Y383/CLK_LEAF_SITES_0_I -141.27 -135.50
RCLK_CLE_LAG_CORE_X49Y383/CLK_LEAF_SITES_12_I -138.89 -130.79
RCLK_CLE_LAG_CORE_X49Y383/CLK_LEAF_SITES_13_I -155.68 -149.06
RCLK_CLE_LAG_CORE_X49Y383/CLK_LEAF_SITES_14_I -160.49 -150.05
RCLK_CLE_LAG_CORE_X49Y479/CLK_LEAF_SITES_12_I -85.60 -81.85
RCLK_CLE_LAG_CORE_X49Y479/CLK_LEAF_SITES_13_I -104.67 -104.29
RCLK_CLE_LAG_CORE_X49Y479/CLK_LEAF_SITES_14_I -107.93 -100.71
RCLK_CLE_LAG_CORE_X49Y575/CLK_LEAF_SITES_12_I -149.59 -143.34
RCLK_CLE_LAG_CORE_X49Y575/CLK_LEAF_SITES_13_I -157.28 -154.95
RCLK_CLE_LAG_CORE_X49Y575/CLK_LEAF_SITES_14_I -171.28 -160.85
RCLK_CLE_LAG_CORE_X49Y671/CLK_LEAF_SITES_12_I -193.23 -170.46
RCLK_CLE_LAG_CORE_X49Y671/CLK_LEAF_SITES_13_I -191.99 -173.88
RCLK_CLE_LAG_CORE_X49Y671/CLK_LEAF_SITES_14_I -202.78 -175.95
RCLK_CLE_LAG_CORE_X49Y767/CLK_LEAF_SITES_3_I -238.22 -204.64
RCLK_CLE_LAG_CORE_X49Y767/CLK_LEAF_SITES_6_I -266.73 -240.38
RCLK_CLE_LAG_CORE_X49Y863/CLK_LEAF_SITES_3_I -110.05 -104.31
RCLK_CLE_LAG_CORE_X49Y863/CLK_LEAF_SITES_6_I -113.42 -98.24
RCLK_CLE_LAG_CORE_X51Y143/CLK_LEAF_SITES_0_I -30.69 -35.32
RCLK_CLE_LAG_CORE_X51Y143/CLK_LEAF_SITES_10_I -50.33 -51.08
RCLK_CLE_LAG_CORE_X51Y143/CLK_LEAF_SITES_12_I -51.99 -55.60
RCLK_CLE_LAG_CORE_X51Y143/CLK_LEAF_SITES_13_I -111.72 -108.55
RCLK_CLE_LAG_CORE_X51Y143/CLK_LEAF_SITES_4_I -47.62 -52.15
RCLK_CLE_LAG_CORE_X51Y239/CLK_LEAF_SITES_0_I -86.81 -87.70
RCLK_CLE_LAG_CORE_X51Y239/CLK_LEAF_SITES_10_I -80.38 -81.88
RCLK_CLE_LAG_CORE_X51Y239/CLK_LEAF_SITES_12_I -106.95 -106.65
RCLK_CLE_LAG_CORE_X51Y239/CLK_LEAF_SITES_13_I -154.36 -148.98
RCLK_CLE_LAG_CORE_X51Y239/CLK_LEAF_SITES_4_I -113.19 -114.03
RCLK_CLE_LAG_CORE_X51Y288/CLK_LEAF_SITES_0_I -127.61 -118.00
RCLK_CLE_LAG_CORE_X51Y288/CLK_LEAF_SITES_10_I -139.45 -129.23
RCLK_CLE_LAG_CORE_X51Y383/CLK_LEAF_SITES_0_I -107.65 -96.22
RCLK_CLE_LAG_CORE_X51Y383/CLK_LEAF_SITES_10_I -126.17 -109.91
RCLK_CLE_LAG_CORE_X51Y383/CLK_LEAF_SITES_11_I -141.71 -135.42
RCLK_CLE_LAG_CORE_X51Y383/CLK_LEAF_SITES_12_I -119.67 -108.72
RCLK_CLE_LAG_CORE_X51Y383/CLK_LEAF_SITES_13_I -123.58 -107.75
RCLK_CLE_LAG_CORE_X51Y383/CLK_LEAF_SITES_14_I -161.58 -149.91
RCLK_CLE_LAG_CORE_X51Y383/CLK_LEAF_SITES_15_I -155.68 -148.39
RCLK_CLE_LAG_CORE_X51Y383/CLK_LEAF_SITES_4_I -142.51 -128.75
RCLK_CLE_LAG_CORE_X51Y47/CLK_LEAF_SITES_0_I -40.63 -45.05
RCLK_CLE_LAG_CORE_X51Y47/CLK_LEAF_SITES_10_I -149.26 -138.94
RCLK_CLE_LAG_CORE_X51Y47/CLK_LEAF_SITES_12_I -16.77 -23.47
RCLK_CLE_LAG_CORE_X51Y47/CLK_LEAF_SITES_13_I -131.95 -121.13
RCLK_CLE_LAG_CORE_X51Y47/CLK_LEAF_SITES_4_I -32.66 -39.42
RCLK_CLE_LAG_CORE_X51Y479/CLK_LEAF_SITES_0_I -22.36 -23.47
RCLK_CLE_LAG_CORE_X51Y479/CLK_LEAF_SITES_10_I -57.00 -52.48
RCLK_CLE_LAG_CORE_X51Y479/CLK_LEAF_SITES_12_I -43.48 -43.41
RCLK_CLE_LAG_CORE_X51Y479/CLK_LEAF_SITES_13_I -51.39 -47.44
RCLK_CLE_LAG_CORE_X51Y479/CLK_LEAF_SITES_14_I -112.13 -105.28
RCLK_CLE_LAG_CORE_X51Y479/CLK_LEAF_SITES_15_I -103.79 -104.51
RCLK_CLE_LAG_CORE_X51Y479/CLK_LEAF_SITES_4_I 0.00 0.00
RCLK_CLE_LAG_CORE_X51Y575/CLK_LEAF_SITES_0_I -114.94 -109.19
RCLK_CLE_LAG_CORE_X51Y575/CLK_LEAF_SITES_10_I -152.00 -139.48
RCLK_CLE_LAG_CORE_X51Y575/CLK_LEAF_SITES_12_I -152.52 -145.46
RCLK_CLE_LAG_CORE_X51Y575/CLK_LEAF_SITES_13_I -176.57 -161.45
RCLK_CLE_LAG_CORE_X51Y575/CLK_LEAF_SITES_14_I -196.49 -184.64
RCLK_CLE_LAG_CORE_X51Y575/CLK_LEAF_SITES_15_I -183.82 -179.55
RCLK_CLE_LAG_CORE_X51Y575/CLK_LEAF_SITES_4_I -169.79 -159.97
RCLK_CLE_LAG_CORE_X51Y671/CLK_LEAF_SITES_0_I -244.75 -218.66
RCLK_CLE_LAG_CORE_X51Y671/CLK_LEAF_SITES_10_I -189.01 -162.67
RCLK_CLE_LAG_CORE_X51Y671/CLK_LEAF_SITES_12_I -213.74 -190.07
RCLK_CLE_LAG_CORE_X51Y671/CLK_LEAF_SITES_13_I -183.74 -162.55
RCLK_CLE_LAG_CORE_X51Y671/CLK_LEAF_SITES_14_I -200.09 -171.95
RCLK_CLE_LAG_CORE_X51Y671/CLK_LEAF_SITES_15_I -193.35 -174.25
RCLK_CLE_LAG_CORE_X51Y671/CLK_LEAF_SITES_4_I -285.64 -258.61
RCLK_CLE_LAG_CORE_X51Y767/CLK_LEAF_SITES_0_I -72.27 -69.18
RCLK_CLE_LAG_CORE_X51Y767/CLK_LEAF_SITES_10_I -31.07 -34.66
RCLK_CLE_LAG_CORE_X51Y767/CLK_LEAF_SITES_12_I -64.38 -60.73
RCLK_CLE_LAG_CORE_X51Y767/CLK_LEAF_SITES_13_I 8.42 3.32
RCLK_CLE_LAG_CORE_X51Y767/CLK_LEAF_SITES_3_I -261.10 -219.24
RCLK_CLE_LAG_CORE_X51Y767/CLK_LEAF_SITES_4_I -76.97 -71.87
RCLK_CLE_LAG_CORE_X51Y767/CLK_LEAF_SITES_6_I -303.54 -257.90
RCLK_CLE_LAG_CORE_X51Y863/CLK_LEAF_SITES_0_I -37.76 -42.63
RCLK_CLE_LAG_CORE_X51Y863/CLK_LEAF_SITES_12_I -44.11 -40.43
RCLK_CLE_LAG_CORE_X51Y863/CLK_LEAF_SITES_13_I -77.39 -72.30
RCLK_CLE_LAG_CORE_X51Y863/CLK_LEAF_SITES_3_I -110.08 -102.34
RCLK_CLE_LAG_CORE_X51Y863/CLK_LEAF_SITES_4_I -53.99 -49.14
RCLK_CLE_LAG_CORE_X51Y863/CLK_LEAF_SITES_6_I -140.24 -116.54
RCLK_CLE_LAG_CORE_X52Y383/CLK_LEAF_SITES_0_I -156.59 -149.93
RCLK_CLE_LAG_CORE_X52Y383/CLK_LEAF_SITES_12_I -152.52 -143.28
RCLK_CLE_LAG_CORE_X52Y383/CLK_LEAF_SITES_13_I -166.66 -158.71
RCLK_CLE_LAG_CORE_X52Y383/CLK_LEAF_SITES_14_I -173.15 -161.82
RCLK_CLE_LAG_CORE_X52Y479/CLK_LEAF_SITES_12_I -98.00 -92.98
RCLK_CLE_LAG_CORE_X52Y479/CLK_LEAF_SITES_13_I -117.62 -115.81
RCLK_CLE_LAG_CORE_X52Y479/CLK_LEAF_SITES_14_I -123.24 -114.29
RCLK_CLE_LAG_CORE_X52Y575/CLK_LEAF_SITES_12_I -160.14 -154.27
RCLK_CLE_LAG_CORE_X52Y575/CLK_LEAF_SITES_13_I -169.57 -166.88
RCLK_CLE_LAG_CORE_X52Y575/CLK_LEAF_SITES_14_I -181.47 -171.41
RCLK_CLE_LAG_CORE_X52Y671/CLK_LEAF_SITES_12_I -206.89 -183.17
RCLK_CLE_LAG_CORE_X52Y671/CLK_LEAF_SITES_13_I -207.11 -187.90
RCLK_CLE_LAG_CORE_X52Y671/CLK_LEAF_SITES_14_I -214.78 -187.18
RCLK_CLE_LAG_CORE_X52Y767/CLK_LEAF_SITES_3_I -267.56 -223.93
RCLK_CLE_LAG_CORE_X52Y767/CLK_LEAF_SITES_6_I -315.53 -267.90
RCLK_CLE_LAG_CORE_X52Y863/CLK_LEAF_SITES_3_I -135.77 -119.88
RCLK_CLE_LAG_CORE_X52Y863/CLK_LEAF_SITES_6_I -122.78 -99.89
RCLK_CLE_LAG_CORE_X54Y143/CLK_LEAF_SITES_0_I 42.74 34.23
RCLK_CLE_LAG_CORE_X54Y143/CLK_LEAF_SITES_10_I 62.17 56.63
RCLK_CLE_LAG_CORE_X54Y143/CLK_LEAF_SITES_12_I 28.95 20.33
RCLK_CLE_LAG_CORE_X54Y143/CLK_LEAF_SITES_13_I 22.23 14.38
RCLK_CLE_LAG_CORE_X54Y143/CLK_LEAF_SITES_4_I 77.05 68.38
RCLK_CLE_LAG_CORE_X54Y239/CLK_LEAF_SITES_0_I 30.50 23.57
RCLK_CLE_LAG_CORE_X54Y239/CLK_LEAF_SITES_10_I 38.03 31.72
RCLK_CLE_LAG_CORE_X54Y239/CLK_LEAF_SITES_12_I -0.57 -6.19
RCLK_CLE_LAG_CORE_X54Y239/CLK_LEAF_SITES_13_I 13.75 9.86
RCLK_CLE_LAG_CORE_X54Y239/CLK_LEAF_SITES_4_I 69.33 61.78
RCLK_CLE_LAG_CORE_X54Y288/CLK_LEAF_SITES_0_I -20.43 -21.95
RCLK_CLE_LAG_CORE_X54Y288/CLK_LEAF_SITES_10_I -6.26 -8.76
RCLK_CLE_LAG_CORE_X54Y383/CLK_LEAF_SITES_0_I -36.46 -32.26
RCLK_CLE_LAG_CORE_X54Y383/CLK_LEAF_SITES_10_I 26.93 19.63
RCLK_CLE_LAG_CORE_X54Y383/CLK_LEAF_SITES_12_I -29.53 -27.45
RCLK_CLE_LAG_CORE_X54Y383/CLK_LEAF_SITES_13_I 33.45 32.65
RCLK_CLE_LAG_CORE_X54Y383/CLK_LEAF_SITES_14_I -101.15 -96.38
RCLK_CLE_LAG_CORE_X54Y383/CLK_LEAF_SITES_4_I 19.15 18.50
RCLK_CLE_LAG_CORE_X54Y47/CLK_LEAF_SITES_0_I 60.95 49.71
RCLK_CLE_LAG_CORE_X54Y47/CLK_LEAF_SITES_10_I 72.04 66.58
RCLK_CLE_LAG_CORE_X54Y47/CLK_LEAF_SITES_12_I 58.82 48.90
RCLK_CLE_LAG_CORE_X54Y47/CLK_LEAF_SITES_13_I 57.68 53.52
RCLK_CLE_LAG_CORE_X54Y47/CLK_LEAF_SITES_4_I 120.64 111.46
RCLK_CLE_LAG_CORE_X54Y479/CLK_LEAF_SITES_0_I -52.50 -47.39
RCLK_CLE_LAG_CORE_X54Y479/CLK_LEAF_SITES_10_I -7.19 -6.96
RCLK_CLE_LAG_CORE_X54Y479/CLK_LEAF_SITES_12_I -53.15 -48.03
RCLK_CLE_LAG_CORE_X54Y479/CLK_LEAF_SITES_13_I -22.47 -23.31
RCLK_CLE_LAG_CORE_X54Y479/CLK_LEAF_SITES_14_I -149.04 -136.07
RCLK_CLE_LAG_CORE_X54Y479/CLK_LEAF_SITES_4_I 15.01 14.70
RCLK_CLE_LAG_CORE_X54Y575/CLK_LEAF_SITES_0_I -42.94 -39.20
RCLK_CLE_LAG_CORE_X54Y575/CLK_LEAF_SITES_10_I 18.56 16.32
RCLK_CLE_LAG_CORE_X54Y575/CLK_LEAF_SITES_12_I -64.40 -60.23
RCLK_CLE_LAG_CORE_X54Y575/CLK_LEAF_SITES_13_I -17.35 -19.89
RCLK_CLE_LAG_CORE_X54Y575/CLK_LEAF_SITES_14_I -133.82 -122.94
RCLK_CLE_LAG_CORE_X54Y575/CLK_LEAF_SITES_4_I 3.53 4.07
RCLK_CLE_LAG_CORE_X54Y671/CLK_LEAF_SITES_0_I -129.14 -115.00
RCLK_CLE_LAG_CORE_X54Y671/CLK_LEAF_SITES_10_I -60.85 -49.27
RCLK_CLE_LAG_CORE_X54Y671/CLK_LEAF_SITES_12_I -92.88 -80.69
RCLK_CLE_LAG_CORE_X54Y671/CLK_LEAF_SITES_13_I 22.12 22.89
RCLK_CLE_LAG_CORE_X54Y671/CLK_LEAF_SITES_14_I -101.30 -84.24
RCLK_CLE_LAG_CORE_X54Y671/CLK_LEAF_SITES_4_I -68.74 -60.48
RCLK_CLE_LAG_CORE_X54Y767/CLK_LEAF_SITES_0_I -42.90 -39.02
RCLK_CLE_LAG_CORE_X54Y767/CLK_LEAF_SITES_10_I 76.12 68.87
RCLK_CLE_LAG_CORE_X54Y767/CLK_LEAF_SITES_12_I -40.71 -35.53
RCLK_CLE_LAG_CORE_X54Y767/CLK_LEAF_SITES_13_I 67.12 60.87
RCLK_CLE_LAG_CORE_X54Y767/CLK_LEAF_SITES_4_I 48.61 45.73
RCLK_CLE_LAG_CORE_X54Y767/CLK_LEAF_SITES_6_I -148.97 -114.69
RCLK_CLE_LAG_CORE_X54Y863/CLK_LEAF_SITES_0_I 60.40 47.12
RCLK_CLE_LAG_CORE_X54Y863/CLK_LEAF_SITES_12_I 43.37 38.50
RCLK_CLE_LAG_CORE_X54Y863/CLK_LEAF_SITES_13_I 146.49 135.15
RCLK_CLE_LAG_CORE_X54Y863/CLK_LEAF_SITES_3_I 86.95 80.06
RCLK_CLE_LAG_CORE_X54Y863/CLK_LEAF_SITES_4_I 134.10 123.20
RCLK_CLE_LAG_CORE_X55Y288/CLK_LEAF_SITES_0_I -1.62 -2.79
RCLK_CLE_LAG_CORE_X55Y383/CLK_LEAF_SITES_0_I 28.69 20.17
RCLK_CLE_LAG_CORE_X55Y383/CLK_LEAF_SITES_12_I -16.19 -19.34
RCLK_CLE_LAG_CORE_X55Y383/CLK_LEAF_SITES_13_I 23.04 13.92
RCLK_CLE_LAG_CORE_X55Y383/CLK_LEAF_SITES_14_I -100.36 -96.07
RCLK_CLE_LAG_CORE_X55Y479/CLK_LEAF_SITES_12_I -73.18 -68.72
RCLK_CLE_LAG_CORE_X55Y479/CLK_LEAF_SITES_13_I -36.05 -38.39
RCLK_CLE_LAG_CORE_X55Y479/CLK_LEAF_SITES_14_I -148.06 -136.33
RCLK_CLE_LAG_CORE_X55Y575/CLK_LEAF_SITES_12_I -71.41 -66.48
RCLK_CLE_LAG_CORE_X55Y575/CLK_LEAF_SITES_13_I -20.23 -22.94
RCLK_CLE_LAG_CORE_X55Y575/CLK_LEAF_SITES_14_I -140.68 -128.85
RCLK_CLE_LAG_CORE_X55Y671/CLK_LEAF_SITES_12_I -20.69 -13.77
RCLK_CLE_LAG_CORE_X55Y671/CLK_LEAF_SITES_13_I 35.50 34.39
RCLK_CLE_LAG_CORE_X55Y671/CLK_LEAF_SITES_14_I -99.02 -82.93
RCLK_CLE_LAG_CORE_X55Y863/CLK_LEAF_SITES_3_I 100.95 79.44
RCLK_CLE_LAG_CORE_X56Y143/CLK_LEAF_SITES_0_I 42.70 34.58
RCLK_CLE_LAG_CORE_X56Y143/CLK_LEAF_SITES_10_I 98.82 88.63
RCLK_CLE_LAG_CORE_X56Y143/CLK_LEAF_SITES_12_I 32.54 24.90
RCLK_CLE_LAG_CORE_X56Y143/CLK_LEAF_SITES_13_I 75.13 65.93
RCLK_CLE_LAG_CORE_X56Y143/CLK_LEAF_SITES_4_I 0.00 0.00
RCLK_CLE_LAG_CORE_X56Y239/CLK_LEAF_SITES_0_I 51.14 43.14
RCLK_CLE_LAG_CORE_X56Y239/CLK_LEAF_SITES_10_I 20.01 19.28
RCLK_CLE_LAG_CORE_X56Y239/CLK_LEAF_SITES_12_I -7.13 -9.98
RCLK_CLE_LAG_CORE_X56Y239/CLK_LEAF_SITES_13_I -2.86 0.80
RCLK_CLE_LAG_CORE_X56Y239/CLK_LEAF_SITES_4_I 71.31 64.26
RCLK_CLE_LAG_CORE_X56Y288/CLK_LEAF_SITES_0_I -17.23 -17.81
RCLK_CLE_LAG_CORE_X56Y288/CLK_LEAF_SITES_10_I 16.33 16.53
RCLK_CLE_LAG_CORE_X56Y383/CLK_LEAF_SITES_0_I -15.97 -13.30
RCLK_CLE_LAG_CORE_X56Y383/CLK_LEAF_SITES_10_I 11.34 14.25
RCLK_CLE_LAG_CORE_X56Y383/CLK_LEAF_SITES_11_I 41.05 32.44
RCLK_CLE_LAG_CORE_X56Y383/CLK_LEAF_SITES_12_I -10.83 -9.99
RCLK_CLE_LAG_CORE_X56Y383/CLK_LEAF_SITES_13_I 38.79 42.32
RCLK_CLE_LAG_CORE_X56Y383/CLK_LEAF_SITES_14_I -83.75 -78.94
RCLK_CLE_LAG_CORE_X56Y383/CLK_LEAF_SITES_15_I 29.04 20.92
RCLK_CLE_LAG_CORE_X56Y383/CLK_LEAF_SITES_4_I 46.65 44.50
RCLK_CLE_LAG_CORE_X56Y47/CLK_LEAF_SITES_0_I 77.87 65.52
RCLK_CLE_LAG_CORE_X56Y47/CLK_LEAF_SITES_10_I 80.30 78.39
RCLK_CLE_LAG_CORE_X56Y47/CLK_LEAF_SITES_12_I 64.01 54.40
RCLK_CLE_LAG_CORE_X56Y47/CLK_LEAF_SITES_13_I -25.28 -15.72
RCLK_CLE_LAG_CORE_X56Y47/CLK_LEAF_SITES_4_I 131.63 122.45
RCLK_CLE_LAG_CORE_X56Y479/CLK_LEAF_SITES_0_I -60.65 -55.46
RCLK_CLE_LAG_CORE_X56Y479/CLK_LEAF_SITES_10_I -41.80 -35.79
RCLK_CLE_LAG_CORE_X56Y479/CLK_LEAF_SITES_12_I -50.76 -46.68
RCLK_CLE_LAG_CORE_X56Y479/CLK_LEAF_SITES_13_I -2.64 3.04
RCLK_CLE_LAG_CORE_X56Y479/CLK_LEAF_SITES_14_I -153.00 -139.11
RCLK_CLE_LAG_CORE_X56Y479/CLK_LEAF_SITES_15_I -37.77 -39.03
RCLK_CLE_LAG_CORE_X56Y479/CLK_LEAF_SITES_4_I 17.50 16.70
RCLK_CLE_LAG_CORE_X56Y575/CLK_LEAF_SITES_0_I -38.28 -34.48
RCLK_CLE_LAG_CORE_X56Y575/CLK_LEAF_SITES_10_I 11.81 16.88
RCLK_CLE_LAG_CORE_X56Y575/CLK_LEAF_SITES_12_I -55.84 -51.06
RCLK_CLE_LAG_CORE_X56Y575/CLK_LEAF_SITES_13_I -29.32 -21.80
RCLK_CLE_LAG_CORE_X56Y575/CLK_LEAF_SITES_14_I -128.03 -115.72
RCLK_CLE_LAG_CORE_X56Y575/CLK_LEAF_SITES_15_I -5.52 -8.76
RCLK_CLE_LAG_CORE_X56Y575/CLK_LEAF_SITES_4_I -10.96 -8.92
RCLK_CLE_LAG_CORE_X56Y671/CLK_LEAF_SITES_0_I -89.36 -78.93
RCLK_CLE_LAG_CORE_X56Y671/CLK_LEAF_SITES_10_I -5.21 2.72
RCLK_CLE_LAG_CORE_X56Y671/CLK_LEAF_SITES_12_I -96.25 -83.71
RCLK_CLE_LAG_CORE_X56Y671/CLK_LEAF_SITES_13_I -24.70 -16.03
RCLK_CLE_LAG_CORE_X56Y671/CLK_LEAF_SITES_14_I -92.55 -74.30
RCLK_CLE_LAG_CORE_X56Y671/CLK_LEAF_SITES_15_I 45.26 45.21
RCLK_CLE_LAG_CORE_X56Y671/CLK_LEAF_SITES_4_I -55.74 -47.98
RCLK_CLE_LAG_CORE_X56Y767/CLK_LEAF_SITES_0_I -45.22 -41.66
RCLK_CLE_LAG_CORE_X56Y767/CLK_LEAF_SITES_10_I 73.50 65.01
RCLK_CLE_LAG_CORE_X56Y767/CLK_LEAF_SITES_12_I -33.93 -30.02
RCLK_CLE_LAG_CORE_X56Y767/CLK_LEAF_SITES_13_I 64.51 57.02
RCLK_CLE_LAG_CORE_X56Y767/CLK_LEAF_SITES_3_I -112.34 -87.88
RCLK_CLE_LAG_CORE_X56Y767/CLK_LEAF_SITES_4_I 45.11 41.23
RCLK_CLE_LAG_CORE_X56Y767/CLK_LEAF_SITES_6_I -141.03 -120.90
RCLK_CLE_LAG_CORE_X56Y863/CLK_LEAF_SITES_0_I 91.71 75.52
RCLK_CLE_LAG_CORE_X56Y863/CLK_LEAF_SITES_12_I 66.10 62.06
RCLK_CLE_LAG_CORE_X56Y863/CLK_LEAF_SITES_13_I 100.00 89.65
RCLK_CLE_LAG_CORE_X56Y863/CLK_LEAF_SITES_3_I 82.18 71.45
RCLK_CLE_LAG_CORE_X56Y863/CLK_LEAF_SITES_4_I 152.75 141.52
RCLK_CLE_LAG_CORE_X56Y863/CLK_LEAF_SITES_6_I 78.84 77.89
RCLK_CLE_LAG_CORE_X58Y288/CLK_LEAF_SITES_0_I 0.00 0.00
RCLK_CLE_LAG_CORE_X58Y383/CLK_LEAF_SITES_0_I 34.08 26.28
RCLK_CLE_LAG_CORE_X58Y383/CLK_LEAF_SITES_12_I -10.43 -13.31
RCLK_CLE_LAG_CORE_X58Y383/CLK_LEAF_SITES_13_I 30.04 21.59
RCLK_CLE_LAG_CORE_X58Y383/CLK_LEAF_SITES_14_I -86.31 -82.47
RCLK_CLE_LAG_CORE_X58Y479/CLK_LEAF_SITES_0_I -109.55 -90.37
RCLK_CLE_LAG_CORE_X58Y479/CLK_LEAF_SITES_12_I -57.41 -52.95
RCLK_CLE_LAG_CORE_X58Y479/CLK_LEAF_SITES_13_I -19.21 -21.95
RCLK_CLE_LAG_CORE_X58Y479/CLK_LEAF_SITES_14_I -136.74 -124.77
RCLK_CLE_LAG_CORE_X58Y575/CLK_LEAF_SITES_12_I -55.46 -52.29
RCLK_CLE_LAG_CORE_X58Y575/CLK_LEAF_SITES_13_I -2.78 -7.46
RCLK_CLE_LAG_CORE_X58Y575/CLK_LEAF_SITES_14_I -124.62 -114.87
RCLK_CLE_LAG_CORE_X58Y671/CLK_LEAF_SITES_12_I -14.31 -6.84
RCLK_CLE_LAG_CORE_X58Y671/CLK_LEAF_SITES_13_I 46.55 45.74
RCLK_CLE_LAG_CORE_X58Y671/CLK_LEAF_SITES_14_I -89.10 -72.60
RCLK_CLE_LAG_CORE_X58Y767/CLK_LEAF_SITES_3_I -116.17 -83.69
RCLK_CLE_LAG_CORE_X58Y767/CLK_LEAF_SITES_6_I 0.00 0.00
RCLK_CLE_LAG_CORE_X58Y863/CLK_LEAF_SITES_3_I 101.64 91.59
RCLK_CLE_LAG_CORE_X58Y863/CLK_LEAF_SITES_6_I 72.27 77.76
RCLK_CLE_LAG_CORE_X59Y143/CLK_LEAF_SITES_0_I 70.83 60.57
RCLK_CLE_LAG_CORE_X59Y143/CLK_LEAF_SITES_10_I 83.87 74.34
RCLK_CLE_LAG_CORE_X59Y143/CLK_LEAF_SITES_12_I 44.26 34.66
RCLK_CLE_LAG_CORE_X59Y143/CLK_LEAF_SITES_13_I 74.34 68.77
RCLK_CLE_LAG_CORE_X59Y143/CLK_LEAF_SITES_14_I 5.02 -1.86
RCLK_CLE_LAG_CORE_X59Y143/CLK_LEAF_SITES_4_I 116.54 105.87
RCLK_CLE_LAG_CORE_X59Y239/CLK_LEAF_SITES_0_I 25.29 20.24
RCLK_CLE_LAG_CORE_X59Y239/CLK_LEAF_SITES_10_I 16.75 17.66
RCLK_CLE_LAG_CORE_X59Y239/CLK_LEAF_SITES_12_I 9.94 5.44
RCLK_CLE_LAG_CORE_X59Y239/CLK_LEAF_SITES_13_I 27.12 23.54
RCLK_CLE_LAG_CORE_X59Y239/CLK_LEAF_SITES_4_I 81.83 74.78
RCLK_CLE_LAG_CORE_X59Y288/CLK_LEAF_SITES_0_I -23.55 -23.65
RCLK_CLE_LAG_CORE_X59Y288/CLK_LEAF_SITES_10_I 20.77 17.48
RCLK_CLE_LAG_CORE_X59Y383/CLK_LEAF_SITES_0_I -16.48 -14.57
RCLK_CLE_LAG_CORE_X59Y383/CLK_LEAF_SITES_10_I 49.51 39.92
RCLK_CLE_LAG_CORE_X59Y383/CLK_LEAF_SITES_12_I 5.60 4.00
RCLK_CLE_LAG_CORE_X59Y383/CLK_LEAF_SITES_13_I 38.44 34.34
RCLK_CLE_LAG_CORE_X59Y383/CLK_LEAF_SITES_14_I -71.22 -69.59
RCLK_CLE_LAG_CORE_X59Y383/CLK_LEAF_SITES_4_I 0.00 0.00
RCLK_CLE_LAG_CORE_X59Y47/CLK_LEAF_SITES_0_I 83.46 68.96
RCLK_CLE_LAG_CORE_X59Y47/CLK_LEAF_SITES_10_I 59.93 52.77
RCLK_CLE_LAG_CORE_X59Y47/CLK_LEAF_SITES_12_I 84.15 69.69
RCLK_CLE_LAG_CORE_X59Y47/CLK_LEAF_SITES_13_I 95.86 88.80
RCLK_CLE_LAG_CORE_X59Y47/CLK_LEAF_SITES_4_I 0.00 0.00
RCLK_CLE_LAG_CORE_X59Y479/CLK_LEAF_SITES_0_I -38.69 -34.20
RCLK_CLE_LAG_CORE_X59Y479/CLK_LEAF_SITES_10_I -21.38 -16.16
RCLK_CLE_LAG_CORE_X59Y479/CLK_LEAF_SITES_12_I -24.58 -21.63
RCLK_CLE_LAG_CORE_X59Y479/CLK_LEAF_SITES_13_I -6.35 -8.94
RCLK_CLE_LAG_CORE_X59Y479/CLK_LEAF_SITES_14_I -125.34 -114.30
RCLK_CLE_LAG_CORE_X59Y479/CLK_LEAF_SITES_4_I 39.50 37.70
RCLK_CLE_LAG_CORE_X59Y575/CLK_LEAF_SITES_0_I -34.64 -31.51
RCLK_CLE_LAG_CORE_X59Y575/CLK_LEAF_SITES_10_I 15.57 14.40
RCLK_CLE_LAG_CORE_X59Y575/CLK_LEAF_SITES_12_I -57.43 -53.24
RCLK_CLE_LAG_CORE_X59Y575/CLK_LEAF_SITES_13_I 8.23 3.79
RCLK_CLE_LAG_CORE_X59Y575/CLK_LEAF_SITES_14_I -123.18 -112.91
RCLK_CLE_LAG_CORE_X59Y575/CLK_LEAF_SITES_4_I 35.01 34.05
RCLK_CLE_LAG_CORE_X59Y671/CLK_LEAF_SITES_0_I -97.02 -85.76
